index,基金代码,基金名称,申购费率,基金类型,基金风险,基金规模,成立日,基金经理,基金公司,投资股票,投资债券
156,000236-,工银月月薪定期支付债券A,0.08,债券型-混合债,中风险,4.36亿元（2021-09-30）,1376409600,张洋,工银瑞信基金,300059 300750 002415 601899 601688 603185 600570 000858 601211 000739,"1.113011,1.163731,1.163069,1.163353,1.019654"
157,000239-,华安年年盈定开债A,0.06,债券型-长债,中低风险,0.49亿元（2021-09-30）,1422892800,孙丽娜,华安基金,~,~
158,000240-,华安年年盈定开债C,0.00,债券型-长债,中低风险,0.17亿元（2021-09-30）,1422892800,孙丽娜,华安基金,~,~
159,000241-,宝盈核心优势混合C,0.0,混合型-灵活,~,0.29亿元（2021-09-30）,1375286400,赵国进,宝盈基金,601012 002025 002049 688020 002460 300274 688002 000301 002179 002920,"1.132021,1.110081,1.019649,0.123111"
160,000242-,景顺长城策略精选灵活配置混合,0.15,混合型-灵活,中高风险,14.22亿元（2021-09-30）,1375804800,张靖,景顺长城基金,002472 300037 600438 600741 601012 002555 600150 300633 002493 600050,"1.019649,1.113047"
161,000244-,天弘稳利定期开放A,0.06,债券型-长债,中低风险,0.73亿元（2021-09-30）,1374163200,柴文婷,天弘基金,~,"1.127764,1.155869,1.152331,1.175741,1.152801"
162,000245-,天弘稳利定期开放B,0.00,债券型-长债,中低风险,0.13亿元（2021-09-30）,1374163200,柴文婷,天弘基金,~,"1.127764,1.155869,1.152331,1.152801,1.175741"
163,000246-,博时月月薪定期支付债券,0.00,债券型-长债,中低风险,1.49亿元（2021-09-30）,1374681600,陈黎,博时基金,~,1.152276
164,000248-,汇添富中证主要消费ETF联接A,0.10,指数型-股票,高风险,51.03亿元（2021-09-30）,1427126400,吴振翔等,汇添富基金,600887 000858 000568 600519 600809 002714 603288 002304 300498 601728,~
165,000251-,工银金融地产混合A,0.15,混合型-偏股,中高风险,57.75亿元（2021-09-30）,1377446400,王君正等,工银瑞信基金,600926 300059 600048 600036 002142 000001 600030 000002 601838 000776,"1.113050,1.110059"
166,000252-,景顺长城景兴信用纯债债券A,0.08,债券型-长债,中低风险,1.36亿元（2021-09-30）,1377446400,何江波,景顺长城基金,~,~
167,000253-,景顺长城景兴信用纯债债券C,0.00,债券型-长债,中低风险,0.02亿元（2021-09-30）,1377446400,何江波,景顺长城基金,~,~
168,000254-,长城定开债A,0.06,债券型-长债,中低风险,1.96亿元（2021-09-30）,1378396800,张棪,长城基金,~,~
169,000255-,长城定开债C,0.00,债券型-长债,中低风险,0.18亿元（2021-09-30）,1378396800,张棪,长城基金,~,~
170,000259-,农银区间收益混合,0.15,混合型-灵活,中高风险,4.59亿元（2021-09-30）,1377014400,魏刚,农银汇理基金,300750 002709 000733 603308 688408 603259 002812 601012 600760 688388,"1.019649,1.113021,1.110059,1.113011,1.110075"
171,000263-,工银信息产业混合A,0.15,混合型-偏股,中高风险,27.40亿元（2021-09-30）,1384099200,单文,工银瑞信基金,002430 300750 600183 300059 002410 300274 002415 002475 600519 600570,~
172,000264-,博时内需增长混合A,0.15,混合型-灵活,中高风险,3.39亿元（2021-09-30）,1373817600,刘阳等,博时基金,002709 603267 601689 603259 002594 300760 600703 688636 688595 688369,"1.019658,0.123111,1.113582,0.128113,1.113537"
173,000265-,易方达恒久添利1年定开债A,0.06,债券型-长债,中低风险,22.82亿元（2021-09-30）,1410278400,藏海涛,易方达基金,~,"0.149595,1.163594"
174,000266-,易方达恒久添利1年定开债C,0.00,债券型-长债,中低风险,0.07亿元（2021-09-30）,1410278400,藏海涛,易方达基金,~,"0.149595,1.163594"
175,000267-,广发集利一年定开债A,0.08,债券型-长债,中低风险,5.35亿元（2021-09-30）,1377014400,代宇,广发基金,~,"1.163149,1.127767,0.149421"
176,000268-,广发集利一年定开债C,0.00,债券型-长债,中低风险,1.03亿元（2021-09-30）,1377014400,代宇,广发基金,~,"1.163149,1.127767,0.149421"
177,000270-,建信灵活配置混合,0.12,混合型-灵活,中高风险,2.48亿元（2021-09-30）,1378137600,牛兴华等,建信基金,600141 300037 002709 000887 688099 600307 601233 002080 002648 600008,~
178,000271-,中邮定开债A,0.06,债券型-长债,中低风险,2.71亿元（2021-09-30）,1383580800,张悦,中邮基金,~,"1.152789,1.175884,1.163110"
179,000272-,中邮定开债C,0.00,债券型-长债,中低风险,0.20亿元（2021-09-30）,1383580800,张悦,中邮基金,~,"1.152789,1.175884,1.163110"
180,000273-,华润元大安鑫灵活配置混合A,0.12,混合型-灵活,中高风险,0.10亿元（2021-09-30）,1378828800,罗黎军等,华润元大基金,600519 600036 000858 601318 601012 000333 300059 603259 601166 600900,1.019649
181,000274-,广发亚太中高收益债(QDII)A,0.08,QDII,高风险,0.57亿元（2021-09-30）,1385568000,梁仲平,广发基金,~,~
182,000275-,广发亚太中高收益债美元现汇(QDII)A,0.0,QDII,~,0.57亿元（2021-09-30）,1385568000,梁仲平,广发基金,~,~
183,000277-,博时双月薪定期支付债券,0.09,债券型-长债,中低风险,3.77亿元（2021-09-30）,1382371200,陈凯杨,博时基金,~,1.152341
184,000279-,华商红利优选混合,0.15,混合型-灵活,中高风险,2.61亿元（2021-09-30）,1379347200,邓默,华商基金,300750 002812 300274 603259 002594 601012 300450 688599 300014 002129,~
185,000286-,银华信用季季红债券A,0.07,债券型-长债,中低风险,40.54亿元（2021-09-30）,1379433600,李丹,银华基金,~,~
186,000289-,鹏华丰泰定开债A,0.08,债券型-长债,中低风险,5.42亿元（2021-09-30）,1379952000,戴钢,鹏华基金,~,~
187,000290-,鹏华全球高收益债(QDII),0.08,QDII,高风险,10.34亿元（2021-09-30）,1382371200,尤柏年,鹏华基金,~,~
188,000294-,华安生态优先混合,0.15,混合型-偏股,中高风险,22.49亿元（2021-09-30）,1385568000,陈媛,华安基金,603345 300957 000568 600809 002594 601888 000799 600519 300979 000858,0.127036
189,000295-,鹏华丰实定开债A,0.08,债券型-长债,中低风险,0.84亿元（2021-09-30）,1378742400,戴钢,鹏华基金,~,"1.113011,1.175535,1.175521,1.163757,1.175789"
190,000296-,鹏华丰实定开债B,0.00,债券型-长债,中低风险,0.08亿元（2021-09-30）,1378742400,戴钢,鹏华基金,~,"1.113011,1.175535,1.175521,1.163757,1.175789"
191,000297-,鹏华可转债债券A,0.08,债券型-可转债,中风险,42.69亿元（2021-09-30）,1422892800,王石千,鹏华基金,300750 300760 000661 300122 002049 600399 688390 600702 000776 603606,"1.110048,1.110079,1.132018,1.110053,0.127030"
192,000298-,中海纯债债券A,0.08,债券型-长债,中低风险,2.41亿元（2021-09-30）,1398182400,王影峰,中海基金,~,~
193,000299-,中海纯债债券C,0.00,债券型-长债,中低风险,0.01亿元（2021-09-30）,1398182400,王影峰,中海基金,~,~
194,000305-,中银中高等级A,0.08,债券型-长债,中低风险,83.52亿元（2021-09-30）,1386172800,陈玮,中银基金,~,1.188261
195,000306-,天弘弘利债券,0.10,债券型-混合债,中风险,20.79亿元（2021-09-30）,1378828800,马泽宇,天弘基金,~,~
196,000307-,易方达黄金ETF联接A,0.07,商品（不含QDII）,高风险,6.45亿元（2021-09-30）,1464192000,FAN BING(范冰),易方达基金,~,~
197,000308-,建信创新中国混合,0.15,混合型-偏股,中高风险,2.69亿元（2021-09-30）,1379952000,邵卓,建信基金,002371 688037 600110 000739 002206 601857 300502 603456 300751 603300,~
198,000309-,大摩品质生活精选股票,0.15,股票型,高风险,3.40亿元（2021-09-30）,1382976000,何晓春,摩根士丹利华鑫基金,002609 000776 002376 601377 300122 600438 300151 600958 002594 002466,~
199,000310-,安信永利信用A,0.07,债券型-长债,中低风险,0.49亿元（2021-09-30）,1383840000,李君等,安信基金,~,"1.175122,1.163756,0.149173,1.175534,1.155830"
200,000311-,景顺长城沪深300指数增强,0.12,指数型-股票,高风险,47.01亿元（2021-09-30）,1382976000,黎海威,景顺长城基金,600519 600036 600030 300122 600309 600809 000725 002736 600887 601009,~
201,000312-,华安沪深300增强A,0.12,指数型-股票,高风险,7.21亿元（2021-09-30）,1380211200,许之彦等,华安基金,600519 600036 000858 300059 603259 000333 601166 601012 601318 002594,~
202,000313-,华安沪深300增强C,0.00,指数型-股票,高风险,5.74亿元（2021-09-30）,1380211200,许之彦等,华安基金,600519 600036 000858 300059 603259 000333 601166 601012 601318 002594,~
203,000314-,招商瑞丰灵活配置混合发起式A,0.15,混合型-灵活,中风险,7.14亿元（2021-09-30）,1383667200,王刚,招商基金,601058 600521 600276 002624 300476 002541 300144 000887 300776 601888,1.019649
204,000319-,泰达淘利债券A,0.08,债券型-长债,中低风险,0.25亿元（2021-09-30）,1407254400,宋加旺等,泰达宏利基金,~,"1.019658,1.019649"
205,000320-,泰达淘利债券C,0.00,债券型-长债,中低风险,0.29亿元（2021-09-30）,1407254400,宋加旺等,泰达宏利基金,~,"1.019658,1.019649"
206,000322-,农银汇理金汇债券A,0.08,债券型-长债,中低风险,1.74亿元（2021-09-30）,1387296000,许娅等,农银汇理基金,~,~
207,000326-,南方中小盘成长股票,0.15,股票型,高风险,2.58亿元（2021-09-30）,1445961600,吴剑毅,南方基金,601009 600741 600570 300601 600176 603517 600132 688169 300357 601966,"1.019649,1.019628,1.019658,1.019654"
208,000327-,南方新蓝筹混合,0.15,混合型-偏股,中高风险,1.90亿元（2021-09-30）,1432828800,吴剑毅,南方基金,601009 600741 600176 600570 300601 603517 600132 688169 300357 601966,"1.019658,1.019628,1.018006,1.019649"
209,000328-,上投摩根转型动力灵活配置混合,0.15,混合型-灵活,中高风险,5.09亿元（2021-09-30）,1385308800,杨景喻,上投摩根基金,300750 300390 603799 601888 600406 300014 603659 002709 603259 002812,~
210,000329-,鹏华丰饶定开债,0.06,债券型-长债,中低风险,4.03亿元（2021-09-30）,1471968000,曾皓明,鹏华基金,601222,1.163957
211,000333-,长城稳固收益债券A,0.08,债券型-混合债,中风险,0.71亿元（2021-09-30）,1422374400,张棪,长城基金,002812 601677 603067 300593 603259 600809 688599 300447 600438 300363,~
212,000334-,长城稳固收益债券C,0.00,债券型-混合债,中风险,0.13亿元（2021-09-30）,1422374400,张棪,长城基金,002812 601677 603067 300593 603259 600809 688599 300447 600438 300363,~
213,000335-,安信永利信用C,0.00,债券型-长债,中低风险,0.10亿元（2021-09-30）,1383840000,李君等,安信基金,~,"1.175122,1.163756,0.149173,1.175534,1.155830"
214,000336-,农银研究精选混合,0.15,混合型-灵活,中高风险,50.61亿元（2021-09-30）,1383580800,赵诣,农银汇理基金,300750 000733 603308 002460 002709 300037 600760 002812 601012 600745,~
215,000338-,鹏华双债保利债券,0.08,债券型-混合债,中风险,101.67亿元（2021-09-30）,1379433600,王石千,鹏华基金,300750 600036 603259 300122 000661 600926 600809 300760 688390 600702,"1.175812,1.019654,1.175361"
216,000339-,长城医疗保健混合,0.15,混合型-偏股,中高风险,9.00亿元（2021-09-30）,1393516800,谭小兵等,长城基金,300725 603259 002821 300347 600436 603456 300015 300363 603127 688202,~
217,000341-,嘉实新兴市场C2(QDII),0.0,QDII,~,1.37亿元（2021-09-30）,1385395200,关子宏,嘉实基金,~,~
218,000342-,嘉实新兴市场A1(QDII),0.08,QDII,高风险,2.85亿元（2021-09-30）,1385395200,关子宏,嘉实基金,~,~
219,000345-,鹏华丰融定开债,0.06,债券型-长债,中低风险,7.87亿元（2021-09-30）,1384790400,刘涛,鹏华基金,~,"0.112890,1.152110,1.127611,1.127357,1.143058"
220,000346-,建信安心回报6个月定开A,0.06,债券型-长债,中低风险,0.08亿元（2021-09-30）,1383580800,闫晗,建信基金,~,~
221,000347-,建信安心回报6个月定开C,0.00,债券型-长债,中低风险,0.44亿元（2021-09-30）,1383580800,闫晗,建信基金,~,~
222,000351-,国富恒丰定期债券A,0.07,债券型-混合债,中风险,0.24亿元（2021-09-30）,1384876800,王莉,国海富兰克林基金,~,"1.019654,1.188134,1.163391,1.163276"
223,000352-,国富恒丰定期债券C,0.00,债券型-混合债,中风险,0.10亿元（2021-09-30）,1384876800,王莉,国海富兰克林基金,~,"1.019654,1.188134,1.163391,1.163276"
224,000354-,长盛城镇化主题混合,0.15,混合型-偏股,中高风险,0.55亿元（2021-09-30）,1384185600,代毅,长盛基金,002049 002179 600760 000733 600399 600316 002025 300855 600765 603267,~
225,000355-,南方丰元信用增强债券A,0.08,债券型-混合债,中风险,163.41亿元（2021-09-30）,1384185600,杜才超,南方基金,~,~
226,000356-,南方丰元信用增强债券C,0.00,债券型-混合债,中风险,13.89亿元（2021-09-30）,1384185600,杜才超,南方基金,~,~
227,000362-,国泰聚信价值优势混合A,0.15,混合型-灵活,中高风险,33.94亿元（2021-09-30）,1387209600,程洲,国泰基金,002876 600499 300702 600346 002236 000636 000063 000739 600309 002332,"1.019649,0.123121"
228,000363-,国泰聚信价值优势混合C,0.00,混合型-灵活,中高风险,17.51亿元（2021-09-30）,1387209600,程洲,国泰基金,002876 600499 300702 600346 002236 000636 000063 000739 600309 002332,"1.019649,0.123121"
229,000367-,国泰安康定期支付混合A,0.08,混合型-偏债,中风险,5.01亿元（2021-09-30）,1398787200,王琳,国泰基金,300750 601012 600036 601669 000776 601688 002460 300274 301035 300059,"1.155706,1.155692,1.143244"
230,000368-,汇添富沪深300安中指数,0.12,指数型-股票,高风险,2.62亿元（2021-09-30）,1383667200,吴振翔,汇添富基金,600900 601088 601225 600028 601857 600519 000063 003816 601985 600011,1.019654
231,000369-,广发全球医疗保健(QDII),0.13,QDII,高风险,2.18亿元（2021-09-30）,1386604800,叶帅,广发基金,JNJ UNH PFE ROG S ABT TMO ABBV MRK LLY NOVN S,~
232,000370-,广发全球医疗保健美元,0.0,QDII,~,2.18亿元（2021-09-30）,1386604800,叶帅,广发基金,JNJ UNH PFE ROG S ABT TMO ABBV MRK LLY NOVN S,~
233,000372-,中银惠利半年定开债,0.08,债券型-长债,中低风险,3.28亿元（2021-09-30）,1383753600,奚鹏洲等,中银基金,~,"1.188215,1.136106"
234,000373-,华安中证细分医药ETF联接A,0.12,指数型-股票,高风险,0.41亿元（2021-09-30）,1417104000,苏卿云,华安基金,~,~
235,000376-,华安中证细分医药ETF联接C,0.00,指数型-股票,高风险,0.51亿元（2021-09-30）,1417104000,苏卿云,华安基金,~,~
236,000377-,上投摩根双债增利债券A,0.08,债券型-混合债,中风险,0.08亿元（2021-09-30）,1386691200,陈圆明等,上投摩根基金,003816 603588 002353 300343 600958 000933 601677 300274,"1.122203,1.136767,1.136789"
237,000378-,上投摩根双债增利债券C,0.00,债券型-混合债,中风险,0.04亿元（2021-09-30）,1386691200,陈圆明等,上投摩根基金,003816 603588 002353 300343 600958 000933 601677 300274,"1.122203,1.136767,1.136789"
238,000385-,景顺长城景颐双利债券A,0.08,债券型-混合债,中风险,191.77亿元（2021-09-30）,1384272000,董晗等,景顺长城基金,600036 000858 600519 000001 601225 000733 300014 688116 001979 600111,1.132015
239,000386-,景顺长城景颐双利债券C,0.00,债券型-混合债,中风险,14.52亿元（2021-09-30）,1384272000,董晗等,景顺长城基金,600036 000858 600519 000001 601225 000733 300014 688116 001979 600111,1.132015
240,000390-,华商优势行业混合,0.15,混合型-灵活,中高风险,21.31亿元（2021-09-30）,1386691200,周海栋,华商基金,601899 300379 000977 000933 601898 600123 000807 601168 601600 603885,1.110075
241,000394-,融通通源短融债券A,0.00,债券型-中短债,中低风险,0.43亿元（2021-09-30）,1388419200,朱浩然,融通基金,~,~
242,000395-,汇添富安心中国债券A,0.08,债券型-长债,中低风险,1.79亿元（2021-09-30）,1385049600,何旻等,汇添富基金,~,1.163146
243,000396-,汇添富安心中国债券C,0.00,债券型-长债,中低风险,0.45亿元（2021-09-30）,1385049600,何旻等,汇添富基金,~,1.163146
244,000398-,华富灵活配置混合,0.15,混合型-灵活,中高风险,1.57亿元（2021-09-30）,1387296000,姚姣姣,华富基金,601658 600900 601006 600000 601939 688687 603759 605286 605389,"1.155543,1.155127"
245,000402-,工银纯债债券A,0.08,债券型-长债,中低风险,49.97亿元（2021-09-30）,1400169600,张略钊等,工银瑞信基金,~,~
246,000403-,工银纯债债券B,0.00,债券型-长债,中低风险,8.16亿元（2021-09-30）,1400169600,张略钊等,工银瑞信基金,~,~
247,000404-,易方达新兴成长灵活配置,0.15,混合型-灵活,中高风险,47.47亿元（2021-09-30）,1385568000,刘武,易方达基金,300750 002850 002050 688208 002402 300037 300223 002371 603986 002091,~
